smiles
c1nnnn1CC(=O)O
c1cc2c(cc1N(=O)=O)n[nH]n2
C(C(CON(=O)=O)ON(=O)=O)ON(=O)=O
c1c(cc(c(c1N(=O)=O)C(=O)O)N(=O)=O)N(=O)=O
C1N(CN(CN1N(=O)=O)N(=O)=O)N(=O)=O
C(C(CON(=O)=O)(CON(=O)=O)CON(=O)=O)ON(=O)=O
c1(=O)[nH]c(n[nH]1)N(=O)=O
C(=O)(N)NN(=O)=O
CN(c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
COc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
c1c(cc(c(c1N(=O)=O)N)N(=O)=O)N(=O)=O
c1cc(c(c(c1N(=O)=O)O)N(=O)=O)O
C(=N)(N)NN=O
Cc1c(cc(c(c1N(=O)=O)O)N(=O)=O)N(=O)=O
C(CON(=O)=O)N(CCON(=O)=O)N(=O)=O
C(NN(=O)=O)NN(=O)=O
c1c(cc(c(c1N(=O)=O)N(CCON(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
C1=C(C=C(C(=C1N(=O)=O)NC2=C(C=C(C(=N2)NC3=C(C=C(C=C3N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
CC(=O)N1CN(CN(CN(C1)N(=O)=O)N(=O)=O)N(=O)=O
N/N=N/N
c1cc(c(c(c1N(=O)=O)N(=O)=O)N(=O)=O)Cl
c1c(c(c(c(c1N(=O)=O)N(=O)=O)N)N(=O)=O)N(=O)=O
c1(n[nH]nn1)NNc2n[nH]nn2
c1cc2c(cc1N(=O)=O)cc(cc2N(=O)=O)N(=O)=O
C(=N[N+](=O)O)(N)N
CN(CN(CCN=[N+]=[N-])N(=O)=O)N(=O)=O
c1cnn(c1)N(=O)=O
c1cn[nH]c1N(=O)=O
C1=CNN=C1
C1=C(NN=C1)N(=O)=O
C1=C(NN=C1N(=O)=O)N(=O)=O
C1=NNC(=C1N(=O)=O)N(=O)=O
C(#N)C(=NO)C(=O)N
C12(C3(C4(C1(C5(C2(C3(C45N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
C1=CNC(=C1)N(=O)=O
C1=CN(N=C1)N(=O)=O
C1=C(C(=NN1N(=O)=O)N(=O)=O)N(=O)=O
n1n[nH]cc1Nc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
n1c(cn(n1)c1cc(cc(c1)N(=O)=O)N(=O)=O)N(=O)=O
n1c(cn(n1)c1ccc(c(c1)N(=O)=O)N(=O)=O)N(=O)=O
c1(c2c(cc(c1)N(=O)=O)n(nn2)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
c1c(cc(c2c1nnn2c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
c1c2c(cc3c1n(nn3)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)n(nn2)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
c1c2c(cc3c1n(nn3)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)nnn2c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
n1nn[nH]c1Nc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
c12cc(c(cc1nnn2c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
n1c(cn(n1)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)Nc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
n1ccn(n1)c1c(cc(c(c1N(=O)=O)N)N(=O)=O)N(=O)=O
c1nn[nH]c1N(=O)=O
c1(c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N=[N+]=[N-]
c1(nnn(n1)CON(=O)=O)N(=O)=O
c1(c(c(c(c(c1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N=[N+]=[N-]
c1cccc2c1nnn2c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
n1ccn(n1)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
c1(c(cc(cc1[N+]#N)N(=O)=O)N(=O)=O)[O-]
C1(CN(CC(CN(C1)N(=O)=O)(N(F)F)N(F)F)N(=O)=O)(N(F)F)N(F)F
c1(c(c(c(c(c1[N+]#N)C)N(=O)=O)N(=O)=O)N(=O)=O)[O-]
c1(c(c(c(cc1[N+]#N)N(=O)=O)Cl)N(=O)=O)[O-]
N(N(=O)=O)(CCC(CCON(=O)=O)(N(=O)=O)N(=O)=O)CCC(CCON(=O)=O)(N(=O)=O)N(=O)=O
C(=C\c1c(cc(c(c1N(=O)=O)N(CCON(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)/c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
c1(c(c(c(c(c1N(=O)=O)N)N(=O)=O)N)N(=O)=O)NCCON(=O)=O
c1(c(c(c(c(c1N(=O)=O)NCCON(=O)=O)N(=O)=O)NCCON(=O)=O)N(=O)=O)NCCON(=O)=O
O1C(C2C(C(C1OC1C(OC(C(C1ON(=O)=O)ON(=O)=O)O2)CON(=O)=O)ON(=O)=O)ON(=O)=O)CON(=O)=O
N(N(=O)=O)(CCON(=O)=O)CC(N(=O)=O)(C)N(=O)=O
O(CC(ON(=O)=O)CON(=O)=O)N(=O)=O
c1(c(cc(c(c1N(=O)=O)N(CCON(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)NCCON(=O)=O
C(C(CON(=O)=O)(CON(=O)=O)CON(=O)=O)ON(=O)=O
N(CCCON(=O)=O)(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
O(CN(CN(CN(CN(CON(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
N(N(=O)=O)(CC(N(=O)=O)(N(=O)=O)N(=O)=O)CCON(=O)=O
O(CC(C(CON(=O)=O)ON(=O)=O)ON(=O)=O)N(=O)=O
CN(C=O)N(=O)=O
N(N(=O)=O)(CN(COC)N(=O)=O)CN(N(=O)=O)COC
O(CC(N(=O)=O)(COC(=O)N(CCC(C)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)C(=O)N(CCC(N(=O)=O)(C)N(=O)=O)N(=O)=O
N(N(=O)=O)CCN(N(=O)=O)C
N1C(=O)N(C2C1N(C(=O)N2)N(=O)=O)N(=O)=O
N(CCN(C(=O)C(=O)N(N(=O)=O)CCN(C)N(=O)=O)N(=O)=O)(N(=O)=O)C
C1(=NN(=O)=O)NCN(CN1)N(=O)=O
N(N(=O)=O)(CC(N(=O)=O)(N(=O)=O)CC)CC(N(=O)=O)(CC)N(=O)=O
N(N(=O)=O)(C)C(=O)C(=O)N(N(=O)=O)C
N(CCN(CC(N(=O)=O)(N(=O)=O)C)N(=O)=O)(CC(C)(N(=O)=O)N(=O)=O)N(=O)=O
N1(C(=O)N(C2(C1(N(C(=O)N2N(=O)=O)N(=O)=O)C(=O)OCC)C(=O)OCC)N(=O)=O)N(=O)=O
N1(CN(C2C1N(C(=O)N2)N(=O)=O)N(=O)=O)N(=O)=O
C(CN(N(=O)=O)CCNN(=O)=O)N(N(=O)=O)CCNN(=O)=O
N(N(=O)=O)(CCC(C)(N(=O)=O)N(=O)=O)C(=O)OCC(N(=O)=O)(C)N(=O)=O
N(CCC(N(=O)=O)(N(=O)=O)CCN(N(=O)=O)CC(N(=O)=O)(C)N(=O)=O)(CC(C)(N(=O)=O)N(=O)=O)N(=O)=O
N(CCOC)(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
N(N(=O)=O)CCN(N(=O)=O)CCNN(=O)=O
N(CC(N(=O)=O)(CN(N(=O)=O)CCC(N(=O)=O)(N(=O)=O)C)N(=O)=O)(CCC(N(=O)=O)(C)N(=O)=O)N(=O)=O
O=C(N(N(=O)=O)CCC(N(=O)=O)(N(=O)=O)C)C(=O)N(N(=O)=O)CCC(N(=O)=O)(N(=O)=O)C
N1(CCN(C2C1N(CCN2N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
N(CCC(N(=O)=O)(N(=O)=O)CCNN(=O)=O)N(=O)=O
N(CC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)(CC)N(=O)=O
N(N(=O)=O)CCNN(=O)=O
c1(c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(N(=O)=O)C
C1N(CN(CN(CN1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
N(N(=O)=O)(CC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)CCN(N(=O)=O)CC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O
N(N(=O)=O)(CCC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)CCC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O
N(N(=O)=O)(CC(N(=O)=O)(N(=O)=O)C)CC(N(=O)=O)(C)N(=O)=O
N1(CN(CN(C1)N(=O)=O)N(=O)=O)N(=O)=O
O(CC(N(=O)=O)(N(=O)=O)N(=O)=O)C(=O)CN(N(=O)=O)CC(C)(N(=O)=O)N(=O)=O
N1(C(=O)N(C2(C1(N(C(=O)N2N(=O)=O)N(=O)=O)C(=O)OC)C(=O)OC)N(=O)=O)N(=O)=O
N(=O)(=O)C(N(=O)=O)(CN(CCC(CN(N(=O)=O)CC(CCN(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
O(CC(N(=O)=O)(N(=O)=O)N(=O)=O)C(=O)N(N(=O)=O)CCC(N(=O)=O)(N(=O)=O)C
N(C(=O)NCCC(N(=O)=O)(N(=O)=O)N(=O)=O)(CCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
c1(c(c(c(c(c1N(C)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)C
N(CCC(N(=O)=O)(N(=O)=O)C)(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
